Title	Franchise	Format	Genres	Era	Links
"=""Sweet/Vicious"""	"="""""	"=""series"""	"=""comedy, crime, politics"""	"=""2016-2017"""	"=""https://en.wikipedia.org/wiki/Sweet/Vicious, https://tv.apple.com/us/show/sweetvicious/umc.cmc.2rvce2sbjtlo6t63277ip38aq"""
"=""Tag"""	"="""""	"=""movie"""	"=""comedy, games"""	"=""2018"""	"=""https://en.wikipedia.org/wiki/Tag_(2018_film), https://tv.apple.com/us/movie/tag/umc.cmc.4v17xn1ocz0m6tb2stzt7l1xw"""
"=""Tim and Eric Awesome Show, Great Job!"""	"="""""	"=""series"""	"=""comedy, sketch"""	"=""2007-2010, 2017"""	"=""https://en.wikipedia.org/wiki/Tim_and_Eric_Awesome_Show%2C_Great_Job!, https://tv.apple.com/us/show/tim-and-erics-awesome-show-great-job/umc.cmc.18vbsr85twsg1ane938wcmhuh"""
"=""Top of the Lake"""	"="""""	"=""series"""	"=""crime, mystery, suspense"""	"=""2013-2017"""	"=""https://en.wikipedia.org/wiki/Top_of_the_Lake, https://tv.apple.com/us/show/top-of-the-lake/umc.cmc.5yzd8e772xy58or1wa4vibwi6"""
"=""The Transformers: The Movie"""	"="""""	"=""movie"""	"=""animation, science fiction"""	"=""1986"""	"=""https://en.wikipedia.org/wiki/The_Transformers:_The_Movie, https://tv.apple.com/us/movie/transformers-the-movie/umc.cmc.2siyk7xdepbn0s72x3nvrv897"""
"=""True Detective"""	"="""""	"=""series"""	"=""crime, mystery, suspense"""	"=""2014-2019"""	"=""https://en.wikipedia.org/wiki/True_Detective, https://tv.apple.com/us/show/true-detective/umc.cmc.2jh9su10c39kjc5it8g4jswba"""
"=""True Romance"""	"="""""	"=""movie"""	"=""action, crime, romance"""	"=""1993"""	"=""https://en.wikipedia.org/wiki/True_Romance, https://tv.apple.com/us/movie/true-romance/umc.cmc.3vh47uqbjaogzof2erqy1w27r"""
"=""The Tunnel"""	"="""""	"=""series"""	"=""crime, drama, mystery"""	"=""2013, 2016-2017"""	"=""https://en.wikipedia.org/wiki/The_Tunnel_(TV_series), https://tv.apple.com/us/show/the-tunnel/umc.cmc.5nbb45oa8x08vncgrqxjklc2v"""
"=""Twin Peaks"""	"=""Twin Peaks"""	"=""series"""	"=""drama, fantasy, mystery"""	"=""1990-1991, 2017"""	"=""https://en.wikipedia.org/wiki/Twin_Peaks, https://tv.apple.com/us/show/twin-peaks/umc.cmc.1n2apxyl1chm6vcebyfefmqdk"""
"=""Twin Peaks: Fire Walk With Me"""	"=""Twin Peaks"""	"=""movie"""	"=""drama, fantasy, mystery"""	"=""1992"""	"=""https://en.wikipedia.org/wiki/Twin_Peaks%3A_Fire_Walk_with_Me, https://tv.apple.com/us/movie/twin-peaks-fire-walk-with-me/umc.cmc.2ifyd4lrkxm0hnwwboh8fo1x9"""
"=""UHF"""	"="""""	"=""movie"""	"=""comedy"""	"=""1989"""	"=""https://en.wikipedia.org/wiki/UHF_(film), https://tv.apple.com/us/movie/uhf/umc.cmc.43envr2t6li67gg0do8s68y01"""
"=""Unbreakable"""	"="""""	"=""movie"""	"=""mystery, superheroes, suspense"""	"=""2000"""	"=""https://en.wikipedia.org/wiki/Unbreakable_(film), https://tv.apple.com/us/movie/unbreakable/umc.cmc.1ppfc30pgqhjbuq3ooq1sn5la"""
"=""Under the Dome"""	"="""""	"=""series"""	"=""mystery, science fiction"""	"=""2013-2015"""	"=""https://en.wikipedia.org/wiki/Under_the_Dome_(TV_series), https://tv.apple.com/us/show/under-the-dome/umc.cmc.3ut2gg2dbzmnpppwgzvrp57ho"""
"=""Unforgiven"""	"="""""	"=""movie"""	"=""action, crime, western"""	"=""1992"""	"=""https://en.wikipedia.org/wiki/Unforgiven, https://tv.apple.com/us/movie/unforgiven/umc.cmc.50wa2f0amk2ursc5id57p80ji"""
"=""Us"""	"="""""	"=""movie"""	"=""horror, monsters"""	"=""2019"""	"=""https://en.wikipedia.org/wiki/Us_(2019_film), https://tv.apple.com/us/movie/us/umc.cmc.5q0ac7qkd97k4jhx4qiimjz58"""
"=""The Usual Suspects"""	"="""""	"=""movie"""	"=""crime, mystery"""	"=""1995"""	"=""https://en.wikipedia.org/wiki/The_Usual_Suspects, https://tv.apple.com/us/movie/the-usual-suspects/umc.cmc.w0zax063fwhvr49p0czxmwba"""
"=""Veronica Mars"""	"=""Veronica Mars"""	"=""movie"""	"=""crime, high school, mystery"""	"=""2014"""	"=""https://en.wikipedia.org/wiki/Veronica_Mars_(film), https://tv.apple.com/us/movie/veronica-mars/umc.cmc.1kc9fli0kxax3gvv1ak9gms4m"""
"=""Veronica Mars"""	"=""Veronica Mars"""	"=""series"""	"=""crime, high school, mystery"""	"=""2004-2006, 2019"""	"=""https://en.wikipedia.org/wiki/Veronica_Mars, https://tv.apple.com/us/show/veronica-mars/umc.cmc.2vgmd7sdkd0co11kskwykv1gc"""
"=""The Walking Dead"""	"=""The Walking Dead"""	"=""series"""	"=""horror, zombies"""	"=""2010-"""	"=""https://en.wikipedia.org/wiki/The_Walking_Dead_(TV_series), https://tv.apple.com/us/show/the-walking-dead/umc.cmc.34jlsfedn38fy2oyokvrtezuq"""
"=""WALL-E"""	"="""""	"=""movie"""	"=""animation, science fiction, romance"""	"=""2008"""	"=""https://en.wikipedia.org/wiki/WALL-E, https://tv.apple.com/us/movie/wall-e/umc.cmc.4hey5l45tegyvjbr84vuihdqf"""
"=""Watchmen"""	"="""""	"=""miniseries"""	"=""mystery, politics, superheroes"""	"=""2019"""	"=""https://en.wikipedia.org/wiki/Watchmen_(TV_series), https://tv.apple.com/us/show/watchmen/umc.cmc.4i6rlj629sgiel4bw9ta7oyxt"""
"=""Wayward Pines"""	"="""""	"=""series"""	"=""horror, monsters, mystery, science fiction"""	"=""2015-2016"""	"=""https://en.wikipedia.org/wiki/Wayward_Pines, https://tv.apple.com/us/show/wayward-pines/umc.cmc.1776qy2wk8f9i3pcs1y7uyi1t"""
"=""Weeds"""	"="""""	"=""series"""	"=""comedy, crime"""	"=""2005-2012"""	"=""https://en.wikipedia.org/wiki/Weeds_(TV_series), https://tv.apple.com/us/show/weeds/umc.cmc.4rk9qqv9502m7veq0xk99jj12"""
"=""Wild Style"""	"="""""	"=""movie"""	"=""music"""	"=""1983"""	"=""https://en.wikipedia.org/wiki/Wild_Style, https://tv.apple.com/us/movie/wild-style/umc.cmc.74wce1a8cgzyfgt765byzuxh"""
"=""Wild Wild Country"""	"="""""	"=""miniseries"""	"=""crime, documentary, nonfiction"""	"=""2018"""	"=""https://en.wikipedia.org/wiki/Wild_Wild_Country, https://www.netflix.com/title/80145240"""
"=""The Wire"""	"="""""	"=""series"""	"=""crime, drama"""	"=""2002-2008"""	"=""https://en.wikipedia.org/wiki/The_Wire, https://tv.apple.com/us/show/the-wire/umc.cmc.73x6fvjkh3m9uq42w1f97pxop"""
"=""The Wonder Years"""	"="""""	"=""series"""	"=""comedy, drama, high school"""	"=""1988-1993"""	"=""https://en.wikipedia.org/wiki/The_Wonder_Years, https://www.hulu.com/series/the-wonder-years-7929f400-5b51-4628-ba3f-90c9b4bf565e"""
"=""Workaholics"""	"="""""	"=""series"""	"=""comedy"""	"=""2011-2017"""	"=""https://en.wikipedia.org/wiki/Workaholics, https://tv.apple.com/us/show/workaholics/umc.cmc.1cm0pd6glnt4klv1hjqvxf1ge"""
"=""The X-Files"""	"=""The X-Files"""	"=""movie"""	"=""aliens, conspiracy, monsters, mystery, science fiction"""	"=""1998"""	"=""https://en.wikipedia.org/wiki/The_X-Files_(film), https://tv.apple.com/us/movie/the-x-files/umc.cmc.2rj5002509899s0qigdasp83a"""
"=""The X-Files"""	"=""The X-Files"""	"=""series"""	"=""aliens, conspiracy, monsters, mystery, science fiction"""	"=""1993-2002, 2016-2018"""	"=""https://en.wikipedia.org/wiki/The_X-Files, https://tv.apple.com/us/show/the-x-files/umc.cmc.69xg1matxeoyzkwenk39mlqnc"""
"=""The X-Files: I Want to Believe"""	"=""The X-Files"""	"=""movie"""	"=""aliens, conspiracy, monsters, mystery, science fiction"""	"=""2008"""	"=""https://en.wikipedia.org/wiki/The_X-Files%3A_I_Want_to_Believe, https://tv.apple.com/us/movie/the-x-files-i-want-to-believe/umc.cmc.735zpgjlf3gte3o4hi37vpg6u"""
"=""You're the Worst"""	"="""""	"=""series"""	"=""comedy, romance"""	"=""2014-2019"""	"=""https://en.wikipedia.org/wiki/You%27re_the_Worst, https://tv.apple.com/us/show/youre-the-worst/umc.cmc.1tm22s9y05150wiwsk5e7mdqw"""
"=""Z Nation"""	"="""""	"=""series"""	"=""comedy, horror, zombies"""	"=""2014-2018"""	"=""https://en.wikipedia.org/wiki/Z_Nation, https://tv.apple.com/us/show/z-nation/umc.cmc.bg8cierv5kcbrhsy65g49yr2"""
